block_id,titre,chapitre,section_or_article_header,text_content
## Bloc 45,,CHAPITRE PREMIER,Art. 51.4,"Aucun employeur ne peut user de moyens de pression à l'encontre ou en
faveur d'une organisation syndicale de travailleurs quelconque.

Art. SLS

Les fondateurs de tout syndicat, professionnel doivent déposer les statuts et
les noms de ceux qui, à un titre quelconque, sont chargés de son
administration ou de sa direction.

Ce dépôt a lieu à la mairie ou au siège de la circonscription
administrative où le syndicat est établi et une copie des statuts est adressée à
l'inspecteur du travail et des lois sociales et au procureur de la République
du ressort.

Une copie des statuts et une copie du règlement intérieur sont déposées
à la direction de l'entreprise pour information.


Les modifications apportées aux statuts et les changements survenus
dans la composition de la direction ou de l'administration du syndicat
doivent être portées, dans les mêmes conditions, à la connaissance des
mêmes autorités."
## Bloc 45,,CHAPITRE PREMIER,Art. 51.6,"Les membres chargés de l'administration ou de la direction d'un syndicat
professionnel doivent être nationaux ivoiriens ou nationaux de tout autre
Etat avec lequel ont été passés des accords stipulant la réciprocité en matière
de droit syndical et de défense professionnelle et jouir de leurs droits civils
et politiques conformément aux dispositions des lois organiques sur
l'électorat les régissant."
## Bloc 45,,CHAPITRE PREMIER,Art. 51.7,"Les mineurs âgés de plus de seize ans peuvent adhérer aux syndicats, sauf
opposition de leur père, mère ou tuteur.

Art. S1.8

Le travailleur membre du bureau d'un syndicat professionnel ne peut jouir
d'un traitement de faveur. Il ne peut prétendre à un changement d'emploi en
invoquant sa qualité de syndicaliste.

Le secrétaire général ainsi que les cinq premiers secrétaires généraux
adjoints des organisations syndicales d'entreprise et des sections syndicales
employés d'une entreprise ne peuvent être mutés contre leur gré, pendant la
durée de leur mandat sans l'autorisation préalable de l'inspecteur du travail
du ressort.

De même, ils ne peuvent être licenciés sans l'autorisation de ce dernier."
## Bloc 45,,CHAPITRE PREMIER,Art. 51.9,"Tout membre d'un syndicat professionnel peur s'en retirer à tout moment,
nonobstant toute clause contraire sans préjudice du droit, pour le syndicat, de
réclamer les cotisations échues non acquittées et celles à échoir au titre de
l'année en cours."
## Bloc 45,,CHAPITRE PREMIER,Art. 51.10,"Les syndicats professionnels élaborent librement leurs statuts et régies de
fonctionnement, définissent librement leur programme d'actions et
organisent librement leurs activités."
## Bloc 45,,CHAPITRE PREMIER,Art. 51.11,"Les syndicats professionnels ne peuvent faire l'objet de suspension ou de
dissolution administrative.

En cas de dissolution volontaire, statutaire ou prononcée par la justice,
les biens du syndicat sont dévolus conformément aux statuts ou, à défaut de
dispositions statutaires, suivant les règles déterminées par l'assemblée
générale. En aucun cas, ils ne peuvent être répartis entre les membres
adhérents.


---"
## Bloc 46,,CHAPITRE 2,,CAPACITE CIVILE DES SYNDICATS PROFESSIONNELS
## Bloc 46,,CHAPITRE 2,Art. 52.1,"Les syndicats professionnels jouissent de la capacité civile. Ils ont le droit
d'ester en justice, d'acquérir sans autorisation, à titre gratuit ou onéreux, des
biens meubles ou immeubles."
## Bloc 46,,CHAPITRE 2,Art. 52.2,"Les syndicats professionnels peuvent devant toutes les juridictions, exercer
tous les droits réservés à la partie civile relativement aux faits portant un
préjudice direct ou indirect à l'intérêt collectif de la profession qu'ils
représentent."
## Bloc 46,,CHAPITRE 2,Art. 52.3,"Les syndicats professionnels peuvent affecter une partie de leurs ressources
à la création de logements de travailleurs, à l'acquisition de terrains de
culture ou de terrains d'éducation physique à l'usage de leurs membres.

Art 52.4

Les syndicats professionnels peuvent créer, administrer ou subventionner
des œuvres professionnelles telles que :

- des institutions de prévoyance ;
- des caisses de solidarité ;

- des laboratoires ;


- des champs d'expérience ;
- des œuvres d'éducation scientifique, agricole ou sociale ;
- cours et publications intéressant la profession.

Les immeubles et objets mobiliers nécessaires à leurs réunions, à leurs
bibliothèques et à leur cours d'instruction professionnelle sont insaisissables."
## Bloc 46,,CHAPITRE 2,Art. 52.5,"Les syndicats professionnels peuvent subventionner des sociétés
coopératives de production ou de consommation."
## Bloc 46,,CHAPITRE 2,Art. 52.6,"Les syndicats professionnels peuvent passer des contrats ou des conventions
avec tous autres syndicats, sociétés, entreprises ou personnes. Les
Conventions collectives de travail sont passées dans les conditions
déterminées au titre VII du présent Code."
## Bloc 46,,CHAPITRE 2,Art. 52.7,"S'ils y sont autorisés par leurs statuts et à condition de ne pas distribuer de
bénéfices, même sous forme de ristournes, à leurs membres, les syndicats
professionnels peuvent :

1. acheter pour louer, prêter ou répartir entre leurs membres tout ce qui est
nécessaire à l'exercice de leur profession, notamment, matières premières,
outils, instruments, machines, engrais, semences, plantes, animaux et
matières alimentaires pour le bétail ;

2. prêter leur entreprise gratuitement pour la vente des produits provenant
exclusivement du travail personnel ou des exploitations des syndiqués ;
faciliter cette vente par expositions, annonces, publications, groupements de


commandes et d'expéditions sans pouvoir l'opérer en leur nom et sous leur
responsabilité."
## Bloc 46,,CHAPITRE 2,Art. 52.8,"Les syndicats professionnels peuvent être consultés sur tous les différends et
toutes les questions se rattachant à leur spécialité.

Les syndicats professionnels s'efforcent de répondre à toutes les
consultations qui leur sont adressées par les fonctionnaires de
l'Administration du Travail compétents et de prêter à ceux-ci leur
collaboration dans tous les cas où elle est prescrite par la loi ou le règlement.
Dans les affaires contentieuses, les avis du syndicat sont tenus à la
disposition des parties qui peuvent en prendre connaissance et copie.


---"
## Bloc 47,,CHAPITRE 3,,GROUPEMENTS DE SYNDICATS
## Bloc 47,,CHAPITRE 3,Art. 53.1,"Les syndicats professionnels régulièrement constitués peuvent se concerter
librement dans le cadre de leur objet statutaire."
## Bloc 47,,CHAPITRE 3,Art. 53.2,"Les organisations professionnelles de travailleurs sont structurées en
syndicat de base, fédérations syndicales et confédérations ou centrales
syndicales.

La fédération syndicale est une union syndicale horizontale, c'est-à-dire
regroupant au moins cinq syndicats de base d'un même secteur ou d'une
même branche d'activités.

La confédération ou centrale syndicale est une union verticale
regroupant au moins trois fédérations syndicales de différents secteurs ou de
différentes branches d'activités."
## Bloc 47,,CHAPITRE 3,Art. 53.3,"Seules les confédérations ou centrales syndicales de travailleurs et les
organisations d'employeurs représentatives, peuvent représenter leurs
membres aux plans national et international, pour des questions qui
intéressent plusieurs secteurs d'activités.

En ce qui concerne les négociations avec le Gouvernement, seules les
centrales ou confédérations syndicales représentatives sont invitées à y
prendre part.


En ce qui concerne les négociations avec le patronat, seules les
centrales ou confédérations syndicales représentatives sont invitées à y
prendre part.

À toutes les négociations et dans tous les organismes et institutions, les
organisations syndicales de travailleurs et d'employeurs siègent au prorata de
leurs représentativités."
## Bloc 47,,CHAPITRE 3,Art. 53.4,"Les dispositions des articles 51.4, 51.6, 51.7, 51.8 et 51.10 du présent Code
sont applicables aux groupements de syndicats professionnels qui doivent
faire connaître, dans les conditions prévues à l'article 51.6, le nom et le siège
statutaire des syndicats qui les composent. Leurs statuts doivent déterminer
les règles selon lesquelles les syndicats membres du groupement sont
représentés dans le Conseil d'administration et dans les assemblées générales."
## Bloc 47,,CHAPITRE 3,Art. 53.5,"Les groupements de syndicats professionnels jouissent de tous les droits
conférés aux syndicats professionnels par le présent titre.


CHAPTTRE 4
SYNDICATS REPRESENTATIFS"
## Bloc 47,,CHAPITRE 3,Art. 54.1,"Pour être représentative, une organisation syndicale doit avoir une audience
suffisante dans le secteur d'activité et le secteur géographique qui est le sien.

L'audience des organisations syndicales est déterminée par les résultats
des élections professionnelles."
## Bloc 47,,CHAPITRE 3,Art. 54.2,"L'audience d'un syndicat professionnel de travailleurs est considérée comme
suffisante, dans le cadre de l'établissement ou de l'entreprise, lorsque ce
syndicat a obtenu, lors des dernières élections des délégués du personnel, au
premier ou au second tour, au moins trente pour cent des suffrages
valablement exprimés représentant au moins quinze pour cent des électeurs
inscrits. Aucun autre critère ne peut être retenu.

L'audience doit toujours être considérée comme suffisante, dans un
cadre professionnel et géographique plus large, lorsque l'organisation est
représentative dans une ou plusieurs entreprises employant ensemble au
moins quinze pour cent des salariés travaillant dans le secteur professionnel
et géographique concerné.

L'audience d'un syndicat ou d'une organisation professionnelle
d'employeurs doit toujours être considérée comme suffisante soit lorsqu'il
regroupe au moins trente pour cent des entreprises du secteur géographique
et d'activité qui est le sien, soit lorsqu'il regroupe des entreprises qui
emploient ensemble au moins vingt-cinq pour cent des salariés travaillant
dans le secteur géographique et d'activité qui est le sien.


---"
## Bloc 48,,CHAPITRE 5,,MARQUES SYNDICALES
## Bloc 48,,CHAPITRE 5,Art. 55.1,"Sont applicables aux marques ou labels syndicaux, les dispositions régissant
les marques de fabrique ou de commerce. Ces marques ou labels peuvent
être déposés dans des conditions déterminées par décret, les syndicats
peuvent, dès lors, en revendiquer la propriété exclusive dans les conditions
dudit décret. Ces marques ou labels peuvent être apposés sur tout produit ou
objet de commerce pour en certifier l'origine et les conditions de fabrication.
Ils peuvent être utilisés par tous individus ou entreprises mettant en vente
ces produits.

L'utilisation des marques syndicales ou labels ne peut avoir pour effet
de porter atteinte aux dispositions de l'article 4 du présent Code.

Est nulle et de nul effet, toute clause de contrat collectif, accord ou
entente, aux termes de laquelle l'usage de la marque syndicale par un
employeur sera subordonné à l'obligation pour ledit employeur de ne
conserver ou de ne prendre à son service que les adhérents du syndicat
propriétaire de la marque.


---"
## Bloc 49,,CHAPITRE 6,,CAISSES DE SECOURS MUTUELS ET DE RETRAITE
## Bloc 49,,CHAPITRE 6,Art. 56.1,"Les syndicats peuvent, en se conformant aux dispositions des lois en vigueur,
constituer entre leurs membres des caisses spéciales de secours mutuels ou
de retraite."
## Bloc 49,,CHAPITRE 6,Art. 56.2,"Les fonds de ces caisses spéciales sont insaisissables dans les limites
déterminées par la loi."
## Bloc 49,,CHAPITRE 6,Art. 56.3,"Toute personne qui se retire d'un syndicat conserve le droit d'être membre de
sociétés de secours mutuels et de retraites pour la vieillesse à l'actif
desquelles elle a contribué par ses cotisations ou versements de fonds.


---"
## Bloc 50,,CHAPITRE 7,,COTISATIONS SYNDICALES
## Bloc 50,,CHAPITRE 7,Art. 57.1,"Le recouvrement des cotisations syndicales s'effectue à l'intérieur de
l'établissement. Il s'opère à la source sur le salaire du travailleur.

Le responsable syndical doit adresser un courrier de demande de
prélèvement de cotisation de ses membres ou adhérents à la direction
générale de l'entreprise, accompagné de la fiche de prélèvement de
cotisation émargée par chaque adhérent.

L'employeur doit prélever les cotisations et les reverser aux syndicats.

Aucun employeur ne doit faire la rétention des cotisations syndicales.


---"
## Bloc 52,,CHAPITRE PREMIER,,DELEGUES DU PERSONNEL
## Bloc 52,,CHAPITRE PREMIER,Art. 61.1,"Les délégués du personnel sont élus dans chaque entreprise ou chaque
établissement pour une durée de deux ans. Ils sont rééligibles."
## Bloc 52,,CHAPITRE PREMIER,Art. 61.2,"L'établissement s'entend d'un groupe de personnes travaillant en commun de
façon habituelle, en un même lieu tel qu'une usine, un chantier, un local,
point de rassemblement, sous une même autorité directrice.

L'entreprise s'entend de toute organisation quelle qu'en soit la forme
juridique, propriété individuelle ou propriété collective ayant une activité de
production, de distribution ou de fourniture de biens ou services. Une
entreprise peut donc comporter un seul établissement avec lequel elle se
confond ou plusieurs établissements distincts les uns des autres."
## Bloc 52,,CHAPITRE PREMIER,Art. 61.3,"Le nombre de travailleurs à partir duquel et les catégories d'établissements
dans lesquels l'institution de délégués du personnel est obligatoire, le
nombre des délégués et leur répartition sur le plan professionnel, les
conditions exigées pour être électeur ou éligible ainsi que les conditions de
révocation des délégués par leur collège d'électeurs sont fixées par décret.


Art 61.4

L'élection a lieu au scrutin secret et sur des listes établies par les
organisations syndicales de base, au sein de chaque établissement, pour
chaque catégorie du personnel.

Si le nombre des suffrages valablement exprimés est inférieur à la
moitié des électeurs inscrits, il est procédé à un second tour de scrutin pour
lequel les électeurs peuvent voter pour des candidats autres que ceux
proposés par les organisations syndicales de base.

L'élection a lieu à la représentation proportionnelle. Les sièges
éventuellement restants sont attribués à la plus forte moyenne.

Art 61.5

L'initiative des élections incombe à l'employeur. L'inspecteur du travail et
des lois sociales participe à l'organisation et au déroulement des élections.
En cas de renouvellement de l'institution, les élections doivent être
organisées dans le mois qui précède la fin des mandats.

En cas de carence de l'employeur, l'inspecteur du travail et des lois
sociales peut ordonner l'organisation d'élections ou de nouvelles élections. À
moins que l'inspecteur du travail et des lois sociales ait constaté que
l'entreprise n'était plus soumise à l'obligation d'élire des délégués du
personnel, les mandats en cours sont prorogés jusqu'aux nouvelles élections."
## Bloc 52,,CHAPITRE PREMIER,Art. 61.6,"Les contestations relatives à l'électoral, à l'éligibilité des délégués du
personnel ainsi qu'à la régularité des opérations électorales sont de la
compétence du président du tribunal du Travail qui statue d'urgence en
premier et dernier ressort."
## Bloc 52,,CHAPITRE PREMIER,Art. 61.7,"Chaque délégué a un suppléant élu dans les mêmes conditions, qui le
remplace en cas d'absence motivée, de décès, de démission, de révocation,
de changement de catégorie professionnelle, de résiliation du contrat de
travail et de perte des conditions requises pour l'éligibilité."
## Bloc 52,,CHAPITRE PREMIER,Art. 61.8,"Tout licenciement d'un délégué du personnel envisagé par l'employeur ou
son représentant est soumis à l'autorisation préalable de l'inspecteur du
travail et des lois sociales.

La demande d'autorisation de licenciement est adressée à l'inspecteur
du travail et des lois sociales du ressort avec copie au travailleur.

En cas de faute lourde, l'employeur peut prononcer immédiatement la
mise à pied provisoire de l'intéressé, en attendant la décision de l'inspecteur
du travail et des tors sociales.

Dans ce cas, la demande d'autorisation de licenciement est adressée à
l'inspecteur du travail et des lois sociales dans un délai de quatre jours
ouvrables.

La décision motivée de l'inspecteur du travail et des lois sociales
intervient obligatoirement, après enquête contradictoire, dans un délai
maximum d'un mois. Cette décision est simultanément notifiée par écrit au
travailleur et à l'employeur.

La décision de l'inspecteur du travail et des lois sociales peut faire
l'objet des recours prévus, par le droit commun, contre les décisions
administratives."
## Bloc 52,,CHAPITRE PREMIER,Art. 61.9,"Est nul et de nul effet le licenciement d'un délégué du personnel effectué par
l'employeur sans que les prescriptions prévues à l'article précédent ne soient
observées. L'employeur ne peut poursuivre la rupture du contrat par d'autres
moyens.

Si un employeur licencie un délégué du personnel sans l'autorisation de
l'inspecteur du travail et des lois sociales ou si l'inspecteur du travail et des
lois sociales donne un avis défavorable à la demande de licenciement du
délégué du personnel, celui-ci doit demander sa réintégration dans
l'entreprise par tous moyens laissant trace écrite.

Si l'employeur ne réintègre pas le délégué qu'il a licencié huit jours
après la réception de la lettre de demande de réintégration, il est tenu de lui
verser une indemnité spéciale égale à la rémunération due pendant la période
de suspension du contrat de travail ainsi qu'une indemnité supplémentaire
égale à :

- 12 mois de salaire brut lorsqu'il compte de 1 à 5 ans d'ancienneté dans
l'entreprise ;

- 20 mois de salaire brut lorsqu'il compte plus de 5 ans jusqu'à 10 ans
d'ancienneté dans l'entreprise ;

- 2 mois de salaire brut par année de présence, avec un maximum de 36 mois,
lorsqu'il compte plus de 10 ans d'ancienneté dans l'entreprise.

L'ancienneté est calculée à la date de la suspension des activités
professionnelles au sein de l'entreprise.

En cas de réintégration, le délégué du personnel percevra son salaire
correspondant à la période de suspension du contrat de travail."
## Bloc 52,,CHAPITRE PREMIER,Art. 61.10,"Les dispositions des articles 61.8 et 61.9 du présent Code sont applicables à
tous les travailleurs protégés. Les mêmes dispositions sont applicables en cas
de licenciement des anciens délégués du personnel pendant une période de
six mois à partir de l'expiration de leur mandat, et à celui des candidats aux
fonctions de délégués du personnel dès la publication des candidatures et
cependant une période de trois mois."
## Bloc 52,,CHAPITRE PREMIER,Art. 61.11,"Le délégué du personnel ne peut être muté contre son gré, sauf appréciation
de l'inspecteur du travail et des lois sociales si cette mutation a pour effet de
le situer hors de sa circonscription électorale."
## Bloc 52,,CHAPITRE PREMIER,Art. 61.12,"Les délégués du personnel ont pour mission :

- de présenter aux employeurs, toutes les réclamations individuelles ou
collectives qui n'auraient pas été satisfaites concernant les conditions de
travail et la protection des travailleurs, l'application des Conventions
collectives, des classifications professionnelles et des taux de salaires ;

- de saisir l'inspection du travail et des lois sociales de toute plainte ou
réclamation concernant l'application des prescriptions légales et
réglementaires dont elle est chargée d'assurer le contrôle ;

- de veiller, dans l'entreprise où il n'existe pas de Comité de Santé et de
Sécurité au Travail, à l'application des prescriptions relatives à l'hygiène et à
la sécurité des travailleurs et à la prévoyance sociale et de proposer toutes
mesures utiles à ce sujet ;

- de communiquer à l'employeur, toutes suggestions tendant à l'amélioration
de l'organisation et du rendement de l'entreprise.


Les attributions des délégués du personnel n'ont pas pour effet de priver
les travailleurs de la faculté de présenter eux-mêmes leurs réclamations et
suggestions à l'employeur."
## Bloc 52,,CHAPITRE PREMIER,Art. 61.13,"Chaque année, l'employeur a l'obligation d'informer les délégués du
personnel de la situation de l'entreprise, notamment en leur communiquant
les états financiers approuves.

En cas d'augmentation du capital ouvert au public, l'employeur est tenu
d'en informer les délégués du personnel.

Les délégués du personnel sont tenus au secret professionnel et à une
obligation de discrétion pour les informations présentant un caractère
confidentiel et données comme telles par le chef d'entreprise ou son
représentant."
## Bloc 52,,CHAPITRE PREMIER,Art. 61.14,"Un décret détermine les moyens mis à la disposition des délégués, la durée
considérée et rémunérée comme temps de travail dont ils disposent pour
l'exercice de leurs fonctions, les conditions dans lesquelles ils sont reçus par
l'employeur ou son représentant ainsi que les informations que doit leur
fournir l'employeur sur la vie de l'entreprise.


---"
## Bloc 53,,CHAPITRE 2,,DELEGUES SYNDICAUX
## Bloc 53,,CHAPITRE 2,Art. 62.1,"Un délégué syndical peut être désigné au sein de l'entreprise ou de
l'établissement par toute organisation syndicale régulièrement consumée et
représentative des travailleurs conformément aux dispositions de l'article
54.2 alinéa 1 du présent Code. Lorsqu'il existe un collège propre à
l'encadrement, les cratères de représentativité sont appréciés dans ce seul
collège pour toute organisation qui ne présente de candidat que dans celui-ci.

Le mandat du délégué syndical prend fin lorsque la condition de
représentativité cesse d'être remplie ou que le syndicat décide de mettre fin
aux fonctions du délégué. Il prend fin également en cas de rupture du contrat
de travail, de démission du mandat ou de perte des conditions requises pour
la désignation."
## Bloc 53,,CHAPITRE 2,Art. 62.2,"Le délégué syndical assure la représentation de son syndicat dans l'entreprise,
tant envers l'employeur que le travailleur. Il a pour mission de présenter des
revendications relatives à l'amélioration des conditions d'emploi, de travail,
de rémunération, et de négocier les accords d'établissement.

Ces revendications ne concernent pas l'application des conventions
collectives, des prescriptions légales et réglementaires existantes, mais sont
liées aux négociations devant aboutir au changement ou à la révision de ces
conventions collectives ainsi que des prescriptions légales et réglementaires.

Le délégué syndical est convoqué aux réunions que l'employeur doit
organiser avec les délégués du personnel, il peut y prendre la parole.

Pour l'exercice de son mandat, le délégué syndical bénéficie des mêmes
heures de délégation que les délégués du personnel."
## Bloc 53,,CHAPITRE 2,Art. 62.3,"Le délégué syndical bénéficie de la même protection contre le licenciement
que les délégués du personnel. Les anciens délégués sont protégés pendant
six mois après l'expiration de leur mandat."
## Bloc 53,,CHAPITRE 2,Art. 62.4,"Des dispositions complémentaires au présent chapitre peuvent être fixées par
décret.


---"
## Bloc 54,,CHAPITRE 3,,COMITE D'ENTREPRISE
## Bloc 54,,CHAPITRE 3,Art. 63.1,"Un comité d'entreprise est constitué dans toutes les entreprises employant
habituellement au moins trois cents salariés permanents."
## Bloc 54,,CHAPITRE 3,Art. 63.2,"Le comité d'entreprise comprend une représentation de la direction de
l'entreprise et une représentation du personnel.

Cette représentation comporte un nombre égal de titulaires et de
suppléants. Les suppléants assistent aux séances du comité avec voie
consultative.

Le comité d'entreprise peut, sur délibération, avoir recours à des
personnalités extérieures pour prendre part à ses réunions."
## Bloc 54,,CHAPITRE 3,Art. 63.3,"Les représentants du personnel au comité d'entreprise sont élus pour deux
ans. Leur mandat est renouvelable et obéit aux mêmes règles que celles qui
régissent le mandat des délégués du personnel."
## Bloc 54,,CHAPITRE 3,Art. 63.4,"Sans préjudice des dispositions relatives à la représentation des salariés dans
l'entreprise, le comité d'entreprise a pour objet d'assurer l'expression
collective des salariés. A cet effet, le comité d'entreprise :


- gère les œuvres sociales de l'entreprise notamment les mutuelles des
travailleurs et les cantines ;

- s'assure régulièrement du respect par l'employeur de ses obligations en
matière sociale, notamment l'immatriculation du personnel auprès de
l'Institution de Prévoyance sociale et la déclaration individuelle des salaires
auprès de cette même institution ;

- formule toutes propositions de nature à améliorer les conditions d'emploi et
de production."
## Bloc 54,,CHAPITRE 3,Art. 63.5,"Les conditions d'application du présent chapitre sont fixées par voie
réglementaire.


---"
## Bloc 57,,,,"SECTION 1
COMMISSION CONSULTATIVE DU TRAVAIL"
## Bloc 57,,,Art. 71.1,"La Commission consultative du Travail a pour missions :

- d'étudier les problèmes concernant le travail, l'emploi des travailleurs, le
placement, les mouvements de travailleurs, l'amélioration des conditions
matérielles et morales des travailleurs, la prévoyance sociale ;

- d'émettre des avis et de formuler des propositions et des résolutions sur la
réglementation à intervenir en ces matières ;

- d'étudier les éléments pouvant servir de base à la détermination du salaire
minimum interprofessionnel garanti (étude du minimum viral, étude des
conditions économiques générales).

À la demande du ministre chargé du Travail, la commission consultative
du Travail :

- examine toute difficulté née à l'occasion de la négociation des conventions
collectives ;

- se prononce sur routes les questions relatives à la conclusion et à
l'application des conventions collectives et notamment sur les incidences
économiques.


La Commission consultative du Travail est obligatoirement consultée
sur la réglementation d'application du Code du Travail."
## Bloc 57,,,Art. 71.2,"La Commission consultative du Travail est composée en nombre égal de
représentants des employeurs et de représentants des travailleurs. Dans les
mêmes conditions et simultanément, il est désigné autant de membres
titulaires que de membres suppléants.

Ces représentants sont désignés par les organisations les plus
représentatives."
## Bloc 57,,,Art. 71.3,"La Commission consultative du Travail est présidée par le ministre chargé
du Travail.

Elle est dotée d'un secrétariat permanent.

L'organisation et le fonctionnement de la Commission consultative du
Travail sont fixés par voie règlementaire.


---"
## Bloc 58,,,,"SECTION 2

CONSEIL NATIONAL DU DIALOGUE SOCIAL"
## Bloc 58,,,Art. 71.4,"Le Conseil national du Dialogue social est un organe tripartite de
concertation et de réflexion permanente entre les partenaires sociaux et le

Gouvernement sur des questions de toute nature en rapport avec le monde du
travail."
## Bloc 58,,,Art. 71.5,"Les missions, la composition, l'organisation et le fonctionnement du Conseil
national du Dialogue social sont déterminés par décret.


---"
## Bloc 59,,,,"SECTION 3

COMITE TECHNIQUE CONSULTATIF POUR L'ETUDE DES
QUESTIONS INTERESSANT LA SANTE ET LA SECURITE AU
TRAVAIL"
## Bloc 59,,,Art. 71.6,"La définition, les missions et la composition du comité technique consultatif
pour l'étude des questions intéressant la santé et la sécurité au travail sont
déterminées par décret.


---"
## Bloc 61,,,,"SECTION 1
NATURE ET VALIDITE DES CONVENTIONS"
## Bloc 61,,,Art. 72.1,"La Convention collective de Travail est un accord relatif aux conditions
d'emploi et de travail conclu entre, d'une part, les représentants d'un ou de
plusieurs syndicats ou groupements professionnels de travailleurs et, d'autre
part, une ou plusieurs organisations syndicales d'employeurs ou tout autre
groupement d'employeurs ou un ou plusieurs employeurs pris
individuellement."
## Bloc 61,,,Art. 72.2,"La Convention peut contenir des clauses plus favorables aux travailleurs que
celles des lois et règlements en vigueur. Elle ne peut déroger aux
dispositions d'ordre public définies par ces lois et règlements."
## Bloc 61,,,Art. 72.3,"Les Conventions collectives déterminent leur champ d'application.

Au plan professionnel, le champ d'application des Conventions
collectives est défini en termes de branche d'activités. Au plan géographique,
il peut être national, régional ou local.

Dans le cas où une Convention collective concernant une ou plusieurs
branches d'activités déterminées a été conclue sur un plan donné, les
Conventions collectives conclues sur le plan inférieur, adaptent cette


Convention ou certaines de ses dispositions aux conditions particulières de
travail existant sur le plan inférieur. Elles peuvent prévoir des clauses
nouvelles, plus favorables aux travailleurs.

Art 72.4

Les représentants des organisations syndicales ou de tout autre groupement
professionnel visés à l'article précédent peuvent contracter au nom de
l'organisation qu'ils représentent, en vertu :

- soit des stipulations statutaires de cette organisation ;
- soit d'une délibération spéciale de cette organisation ;

- soit de mandats spéciaux et écrits qui leur sont donnés individuellement par
tous les adhérents de cette organisation.

À défaut, pour être valable, la Convention collective doit être ratifiée par une
délibération spéciale de ce groupement. Les groupements intéressés
déterminent eux-mêmes les modalités de cette délibération."
## Bloc 61,,,Art. 72.5,"La Convention collective est conclue pour une durée déterminée ou pour une
durée indéterminée. Quand elle est conclue pour une durée déterminée,
celle-ci ne peut être supérieure à cinq ans.

À défaut de stipulation contraire, la Convention à durée déterminée qui
arrive à expiration continue de produire effet comme une Convention à
durée indéterminée.

La Convention à durée indéterminée peut cesser par la volonté d'une
des parties.


Art 72.6

La Convention collective doit prévoir dans quelles formes et à quelle époque
elle peut être dénoncée, renouvelée ou révisée. La Convention collective doit
prévoir notamment la durée du préavis qui doit précéder la dénonciation.

Art 72.7

Tout syndicat professionnel ou tout employeur qui n'est pas partie à une
Convention collective peut y adhérer ultérieurement

Art 72.8

La Convention collective doit être écrite en langue française sous peine de
nullité. Les conditions dans lesquelles sont déposées, publiées et traduites les
Conventions collectives ainsi que les conditions dans lesquelles s'effectuent
les adhésions prévues à l'article précédent sont fixées par voie réglementaire."
## Bloc 61,,,Art. 72.9,"Sont soumises aux obligations de la Convention collective toutes les
personnes qui l'ont signée personnellement ou qui sont membres des
Organisations signataires. La Convention lie également les Organisations qui
lui donnent leur adhésion ainsi que tous ceux qui, à un moment quelconque,
deviennent membres de ces organisations.

Lorsque l'employeur est lié par les clauses d'une Convention Collective
de Travail, ces clauses s'appliquent aux contrats de travail conclus avec lui.
Dans tout établissement compris dans le champ d'application d'une
Convention collective, les clauses de cette Convention s'imposent, sauf
dispositions plus favorables pour les travailleurs, aux rapports nés des
contrats individuels ou d'équipe.


---"
## Bloc 62,,,,"SECTION 2 :
EXECUTION DES CONVENTIONS"
## Bloc 62,,,Art. 72.10,"Les groupements de travailleurs ou d'employeurs liés par une convention
collective ou un accord collectif d'établissement prévu à l'article 73.5 sont
tenues de ne rien faire qui soit de nature à en compromettre la loyale
exécution.

Ils ne sont garants de cette exécution que dans la mesure déterminée par
la Convention."
## Bloc 62,,,Art. 72.11,"Les groupements capables d'ester en justice, liés par une Convention
collective de Travail ou un accord collectif d'établissement, peuvent, en leur
nom propre, intenter une action en dommages-intérêts à l'encontre de tous
autres groupements de leurs propres membres ou de toutes personnes, liées
par la Convention ou l'Accord qui en violeraient les engagements contractés."
## Bloc 62,,,Art. 72.12,"Les personnes liées par une Convention collective ou un Accord prévu à
l'article 73.5 ci-dessous peuvent intenter une action en dommages-intérêts à
l'encontre d'autres personnes ou groupements liés par la Convention ou
l'Accord qui violeraient à leur égard les engagements contractés."
## Bloc 62,,,Art. 72.13,"Les groupements capables d'ester en justice, liés par une Convention
collective de Travail ou un Accord prévu à l'article 73.5 ci-dessous, peuvent
exercer toutes les actions qui naissent de cette Convention ou de cet Accord
en faveur de leurs membres, sans avoir à justifier d'un mandat de l'intéressé,
pourvu que celui-ci ait été averti et n'ait pas déclaré s'y opposer.

L'intéressé peut toujours intervenir à l'instance engagée par le
groupement.

Lorsqu'une action née de la Convention collective ou de l'Accord est
intentée soit par une personne soit par un groupement, tout groupement
capable d'ester en justice, dont les membres sont liés par la Convention ou
l'Accord, peut toujours intervenir à l'instance engagée à raison de l'intérêt
collectif que la solution du litige peut présenter pour ses membres.


---"
## Bloc 64,,,,"SECTION 1

CONVENTIONS COLLECTIVES SUSCEPTIBLES D'ETRE
ETENDUES OÙ ELARGIES"
